Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count total super member accounts balance,Average total super member accounts balance,Median total super member accounts balance
6012,5612,5612,121769,55772,0.69,3857,87060,53521,0.18,1010,-3868,-1574,5612,128421,59338,5612,6284,679,0.1,544,228716,35980,0.09,519,151742,16911,0.75,4229,55738,18683,6351,334619,57506
6014,13524,13524,88291,53824,0.74,10029,84185,56276,0.19,2595,-3164,-2727,13524,92399,56135,13524,4005,728,0.09,1257,160033,24357,0.09,1170,112154,10906,0.76,10292,34213,16968,14845,210457,67430
6015,4784,4784,120958,61898,0.6,2847,98001,50004,0.23,1101,-2477,-832,4784,128348,66007,4784,7156,692,0.1,458,299927,54930,0.09,440,194455,21726,0.76,3646,53034,21299,4787,411932,118984
6016,6382,6382,72756,53312,0.84,5345,72511,56251,0.18,1128,-4881,-3426,6382,75577,55757,6382,2766,818,0.1,662,100264,25422,0.09,601,77624,9385,0.8,5090,23721,14599,7535,120287,46358
6017,3067,3067,55994,46221,0.85,2599,55686,49411,0.11,329,-5148,-4274,3067,58234,48228,3067,2197,653,0.1,311,79970,21620,0.09,285,68560,10394,0.79,2434,15663,9973,3676,65571,25271
6018,25177,25177,72387,52846,0.77,19435,74009,59508,0.2,4935,-4104,-3399,25177,75288,55315,25177,2819,770,0.09,2210,123560,27142,0.08,2098,96508,10992,0.77,19346,24566,15290,28113,153209,56119
6019,15310,15310,73678,54976,0.79,12167,75305,60311,0.18,2684,-4636,-3418,15310,76867,57823,15310,3105,918,0.1,1514,86664,24916,0.09,1443,60229,10822,0.79,12150,24112,15102,18040,136465,47046
6020,14389,14389,80368,50628,0.71,10159,75252,55485,0.24,3426,-4028,-2526,14389,83719,53290,14389,3222,680,0.08,1210,104762,30034,0.08,1167,73747,11520,0.74,10687,30747,16247,15916,237005,88932
6021,12600,12600,61944,47205,0.76,9548,63066,52276,0.2,2540,-2202,-2072,12600,64431,49190,12600,2425,600,0.09,1161,96405,29474,0.09,1120,72698,12084,0.75,9459,19736,12357,14205,113951,44943
6022,3199,3199,55403,46359,0.77,2457,60993,53412,0.17,538,-5286,-3595,3199,57393,47941,3199,1937,630,0.09,289,58064,26986,0.09,273,37448,10593,0.73,2348,16381,11976,3740,125756,55598
6023,9840,9840,66600,49102,0.74,7316,70053,55408,0.2,1925,-4340,-3296,9840,69340,51759,9840,2708,666,0.08,827,55633,25768,0.08,795,33845,10190,0.74,7268,22455,14919,11045,192492,78073
6024,8246,8246,55651,45644,0.78,6436,61604,53406,0.15,1270,-4946,-3594,8246,57713,47472,8246,2033,656,0.09,736,57973,27051,0.09,701,37696,11955,0.74,6111,16403,11972,9800,124446,59903
6025,19882,19882,65663,48434,0.77,15334,66925,53362,0.19,3681,-5835,-4018,19882,68375,50527,19882,2622,672,0.09,1717,75044,27898,0.08,1655,48740,12428,0.76,15114,21340,13148,22827,140025,55086
6026,14406,14406,61905,47654,0.79,11322,65993,53325,0.17,2501,-5675,-4427,14406,64172,49637,14406,2207,642,0.08,1136,62251,25226,0.08,1086,40328,10957,0.76,10891,19157,13140,16020,146012,66468
6027,26867,26867,60112,46839,0.8,21429,63471,52398,0.17,4655,-6322,-4546,26867,62391,48861,26867,2224,660,0.09,2305,63028,30000,0.08,2245,39053,12407,0.76,20511,18165,12123,31171,109024,45056
6028,14872,14872,66684,49502,0.82,12138,69376,54536,0.18,2604,-8070,-5940,14872,69154,51579,14872,2421,711,0.08,1258,77354,29062,0.08,1222,49399,12143,0.77,11498,21375,13671,16184,108934,47849
6029,2025,2025,89705,54894,0.69,1396,76993,55311,0.24,491,-2171,-1715,2025,94174,58813,2025,4370,730,0.09,186,121359,25979,0.09,178,88014,10057,0.77,1561,34609,17984,2216,266023,84444
6030,22863,22863,57823,45363,0.81,18581,61459,51031,0.13,2889,-7830,-6379,22863,60094,47344,22863,2213,697,0.09,2108,60474,30135,0.09,2059,37675,12865,0.76,17455,16934,11059,26457,77378,33031
6031,10003,10003,57594,49015,0.87,8663,61094,53467,0.1,1023,-7983,-6278,10003,59802,50799,10003,2168,834,0.08,824,50185,28778,0.08,795,29963,12457,0.8,7984,15804,11512,11050,64769,33864
6032,181,181,60351,42853,0.73,132,54720,42210,0.23,41,2565,-2281,181,62986,44235,181,2583,625,0.15,28,70231,48714,0.16,29,44054,15042,0.76,137,18401,10094,186,117653,34012
6033,341,341,60632,39854,0.59,201,54058,40000,0.28,95,-2753,-2340,341,63940,45076,341,3006,322,0.12,42,88799,32872,0.12,41,73718,23368,0.75,255,19473,9931,381,100320,29430
6035,5109,5109,57500,45645,0.81,4150,62435,53118,0.11,573,-5950,-4734,5109,59952,47662,5109,2282,755,0.09,441,60297,34520,0.08,423,36337,15490,0.76,3867,16989,11910,5702,71107,35433
6036,8998,8998,57718,47230,0.86,7758,61899,52260,0.1,918,-8509,-6771,8998,60013,49168,8998,2265,831,0.08,748,53550,28392,0.08,725,34064,13596,0.78,6996,16391,11447,9955,62387,31256
6037,1701,1701,57177,43200,0.76,1290,63386,49980,0.15,253,-5012,-4020,1701,59688,45287,1701,2425,745,0.1,177,47431,33790,0.1,169,29751,15742,0.74,1251,17082,10639,1991,84567,38566
6041,796,796,49755,32217,0.68,543,56459,44557,0.15,123,-4663,-4255,796,51500,33334,796,1527,368,0.12,92,64066,31964,0.11,86,49609,17222,0.63,500,17989,10128,956,104655,37812
6043,129,129,56784,35125,0.57,73,58079,41357,0.18,23,3137,4565,129,59671,36584,129,2794,326,0.14,18,47430,40482,0.13,17,22959,10724,0.59,76,21223,13656,165,218693,46142
6044,797,797,55841,35783,0.69,549,49617,34735,0.16,131,-3160,-1993,797,58010,36867,797,1888,300,0.08,62,112137,39648,0.07,58,79450,21460,0.71,568,18095,8047,933,116171,25572
6050,10145,10145,84904,52912,0.74,7506,75218,54424,0.21,2145,-3257,-2736,10145,89173,55539,10145,4093,670,0.09,943,158053,27273,0.09,909,103719,11711,0.77,7804,32017,15684,11528,206211,55235
6051,8129,8129,64675,51666,0.85,6913,66304,56188,0.15,1258,-5377,-3702,8129,67214,54049,8129,2409,757,0.1,814,63102,22018,0.09,765,45526,10414,0.8,6512,19369,12747,9961,98518,35202
6052,7139,7139,67510,52375,0.81,5797,69677,57408,0.19,1385,-4774,-3967,7139,70123,54435,7139,2515,700,0.09,668,145987,22608,0.09,639,150861,9462,0.78,5550,21469,14340,8360,129786,55119
6053,9122,9122,64539,52284,0.82,7519,67600,58357,0.18,1653,-5472,-4369,9122,66825,54092,9122,2244,739,0.1,925,56945,22730,0.1,883,37540,9689,0.79,7172,19570,13954,10685,114903,54061
6054,11556,11556,57076,47563,0.83,9556,60248,53060,0.15,1699,-4880,-3746,11556,59186,49520,11556,2059,634,0.08,979,66250,23864,0.08,956,46840,11003,0.77,8941,16311,11523,14095,97917,44896
6055,14143,14143,62453,52026,0.85,12016,63963,56791,0.13,1830,-4480,-4121,14143,64821,54284,14143,2312,852,0.09,1327,64666,23636,0.09,1299,46846,11861,0.81,11499,17975,12530,15485,90450,40588
6056,22450,22450,56449,46742,0.82,18306,59419,51744,0.14,3236,-3839,-3184,22450,58509,48480,22450,2010,628,0.07,1676,65863,25102,0.07,1650,45715,12324,0.77,17285,16065,11194,26750,97520,42120
6057,10081,10081,59691,49990,0.83,8389,61903,54836,0.13,1332,-5205,-4379,10081,61939,51869,10081,2188,678,0.07,685,69086,26631,0.07,668,49220,11890,0.79,7945,17119,12219,11648,101894,48571
6058,7391,7391,55131,47840,0.84,6172,59086,53315,0.12,866,-5598,-4429,7391,57277,49855,7391,2114,720,0.08,560,54993,27739,0.07,543,36080,11136,0.79,5802,14891,11203,8781,83938,44017
6059,14335,14335,61756,44017,0.74,10588,61246,49892,0.2,2816,-2863,-2552,14335,64369,46124,14335,2523,547,0.09,1327,161500,27459,0.09,1280,138142,12109,0.73,10501,20522,11901,15994,140247,45381
6060,14951,14951,60409,49624,0.82,12287,62170,54177,0.15,2171,-4208,-3407,14951,62818,51927,14951,2368,714,0.1,1455,70015,24460,0.09,1395,49312,11062,0.78,11726,17670,12064,17543,98206,37846
6061,20898,20898,46335,41082,0.85,17663,49963,46343,0.09,1795,-5253,-4057,20898,48203,43086,20898,1847,615,0.12,2493,43512,25193,0.11,2392,27796,12118,0.75,15641,11540,8750,25032,48082,20747
6062,19945,19945,51561,42710,0.77,15451,55775,49116,0.16,3281,-2845,-2152,19945,53514,44402,19945,1921,535,0.09,1890,81892,28128,0.09,1820,61646,12581,0.73,14655,14632,10312,23023,101664,38405
6063,7888,7888,49302,42977,0.83,6530,53788,48524,0.13,1034,-5642,-4271,7888,51450,44660,7888,2124,570,0.09,723,93792,29018,0.09,700,78679,13922,0.76,5957,13023,9690,9353,67760,32800
6064,15854,15854,46915,40654,0.81,12900,50486,45718,0.12,1841,-4834,-3736,15854,48579,42262,15854,1633,515,0.1,1604,56249,32040,0.1,1556,36825,13072,0.74,11755,11889,8694,19201,64590,29242
6065,38274,38274,58915,48572,0.82,31422,62634,54302,0.16,5954,-6559,-5410,38274,61320,50562,38274,2352,705,0.09,3392,69881,28392,0.09,3299,48105,12781,0.78,29866,17005,12169,42066,85687,43409
6066,10756,10756,51425,43723,0.82,8868,55121,49038,0.14,1518,-5202,-4208,10756,53321,45477,10756,1861,613,0.08,913,54317,27021,0.08,894,35705,11898,0.76,8186,13853,9896,12537,86495,37654
6067,70,70,54584,50597,0.73,51,65107,64380,0.17,12,-944,-598,70,56690,52443,70,2106,644,0.16,11,26975,27959,0.16,11,15395,13993,0.79,55,14526,11704,80,59847,24989
6069,23283,23283,60668,51404,0.86,20068,64472,56800,0.12,2863,-7504,-5877,23283,62958,53598,23283,2259,849,0.07,1679,55245,23783,0.07,1657,36922,11603,0.8,18565,17305,12672,25516,81152,41999
6070,2255,2255,76303,50180,0.75,1687,73867,57121,0.19,439,-2942,-2421,2255,79206,52213,2255,2813,735,0.11,252,54053,19410,0.11,243,36767,9808,0.74,1669,28501,15917,2631,182551,80238
6071,2226,2226,63626,46152,0.75,1674,65518,51845,0.2,448,-4505,-2770,2226,66259,48643,2226,2584,578,0.1,218,52890,19499,0.1,213,32901,12155,0.73,1625,21424,13825,2531,168149,73131
6072,556,556,57993,42349,0.74,411,63121,50034,0.21,116,-3432,-2218,556,60125,43180,556,2059,616,0.09,52,63709,40956,0.1,53,36599,9871,0.72,399,18364,12476,648,134336,61182
6073,1970,1970,59974,44358,0.71,1405,66110,53046,0.21,407,-4015,-2879,1970,62188,45878,1970,2114,528,0.08,163,71379,37820,0.08,161,47346,16533,0.72,1424,19501,12746,2155,144478,64732
6074,617,617,57238,46117,0.73,453,63779,55442,0.16,97,-4876,-4153,617,59510,48655,617,2204,535,0.1,64,55324,30670,0.1,64,33242,12346,0.72,442,17928,13078,710,121379,62972
6076,13578,13578,63267,45691,0.71,9606,66428,52700,0.2,2697,-2617,-1993,13578,65743,47915,13578,2378,550,0.09,1197,59881,26181,0.09,1163,38152,11269,0.72,9834,21234,13197,15250,171383,70970
6077,690,690,79766,42810,0.69,473,53451,44200,0.22,149,-1494,-3615,690,82813,44336,690,2894,392,0.09,65,121471,18918,0.09,64,87850,13028,0.69,477,34458,12279,776,149729,41386
6078,450,450,64020,45288,0.7,314,59199,45701,0.22,100,-3657,-2360,450,67654,46634,450,2463,384,0.11,48,97640,25282,0.1,45,63968,21560,0.71,320,22694,12798,523,127115,40897
6081,2992,2992,63988,47974,0.77,2305,68975,55750,0.17,511,-4676,-3458,2992,66215,50200,2992,2179,605,0.09,262,61602,29854,0.09,258,40233,15650,0.76,2282,20007,13040,3308,127954,66478
6082,1959,1959,58989,47540,0.79,1541,63957,54408,0.18,346,-4724,-4090,1959,61442,49899,1959,2209,629,0.1,195,58457,26416,0.1,192,40609,13888,0.76,1491,17700,12822,2270,122237,54171
6083,2293,2293,67833,47776,0.74,1698,70417,55473,0.2,463,-3420,-2950,2293,70370,49871,2293,2368,575,0.11,248,104796,31087,0.11,244,87286,17380,0.74,1707,23526,13414,2523,135465,65932
6084,4872,4872,60025,47642,0.78,3814,63728,54209,0.16,796,-4814,-4176,4872,62557,49523,4872,2355,658,0.09,420,89400,34643,0.09,424,67115,16132,0.76,3726,18060,12523,5448,108120,49831
6090,155,155,80734,56642,0.6,93,73511,60739,0.18,28,-2605,-2751,155,83580,58429,155,2656,515,0.15,23,234881,84854,0.15,24,207561,52196,0.83,128,27543,15869,190,141528,46112
6100,9947,9947,62203,48139,0.83,8238,63972,52734,0.17,1710,-4823,-3833,9947,64655,50169,9947,2378,690,0.09,886,58947,21290,0.08,836,39447,8873,0.77,7650,19265,12417,11964,106525,31343
6101,10385,10385,60649,48689,0.85,8818,64257,54447,0.16,1645,-5602,-4028,10385,62921,50762,10385,2218,720,0.09,916,53099,23823,0.08,874,34904,10704,0.78,8074,18081,12397,12682,89958,32732
6102,6846,6846,46415,36315,0.83,5659,49831,41184,0.1,680,-4786,-3630,6846,48196,37932,6846,1766,498,0.1,659,38462,20000,0.09,605,24642,8744,0.69,4734,13204,8596,8822,54812,11373
6103,6393,6393,58761,48576,0.86,5511,62632,53576,0.13,858,-6647,-4868,6393,60981,50632,6393,2179,743,0.09,567,196077,22548,0.09,548,184073,10434,0.79,5033,16780,11514,7687,74080,26710
6104,8707,8707,58334,47461,0.84,7273,61687,53186,0.15,1339,-6500,-5127,8707,60656,49348,8707,2275,765,0.08,725,68228,25679,0.08,706,50394,12407,0.78,6755,17012,11453,10521,86354,33546
6105,8735,8735,51890,44818,0.83,7275,56720,50827,0.13,1146,-5999,-4930,8735,53973,46597,8735,2025,694,0.09,802,45257,24652,0.09,771,29883,12066,0.75,6587,14231,10566,10455,67438,27945
6106,141,141,83662,60913,0.69,97,66329,51730,0.18,25,2592,1531,141,87644,66207,141,3982,450,0.13,19,206750,65042,0.13,19,214351,36509,0.83,117,28242,17089,173,125179,36526
6107,25894,25894,49338,41532,0.83,21537,53606,47529,0.13,3401,-5942,-4636,25894,51315,43482,25894,1853,615,0.1,2676,52787,22484,0.1,2525,38903,10684,0.74,19043,13607,9669,30254,63373,23647
6108,13268,13268,51127,43426,0.82,10840,55844,49898,0.13,1757,-5209,-4014,13268,52873,45034,13268,1718,582,0.08,1054,45870,26074,0.08,1004,28621,12386,0.74,9853,14070,10247,15863,85558,37897
6109,6447,6447,48367,41484,0.81,5195,51959,47285,0.09,591,-4153,-3586,6447,50203,43066,6447,1808,603,0.11,681,49857,28448,0.1,654,31830,12000,0.75,4822,12421,9150,7797,62817,25648
6110,22531,22531,54066,45856,0.84,18864,58310,51416,0.12,2686,-6717,-5077,22531,56061,47777,22531,1956,703,0.08,1913,51442,26259,0.08,1860,33144,12078,0.77,17390,14817,10624,26264,73020,35342
6111,13234,13234,56364,45200,0.79,10511,58905,50698,0.14,1799,-4047,-3116,13234,58358,47072,13234,1929,595,0.08,1024,69730,24068,0.08,1008,50304,11927,0.75,9891,16852,11085,15866,103208,43297
6112,33409,33409,56465,48235,0.85,28455,60283,53485,0.12,4062,-6343,-5236,33409,58633,50264,33409,2138,798,0.08,2560,55172,22878,0.08,2510,37192,11763,0.78,26102,15763,11642,37930,72540,35743
6121,1883,1883,59696,45709,0.73,1381,61920,49092,0.2,375,-6564,-4409,1883,62329,48001,1883,2304,570,0.1,180,75048,35181,0.09,177,57874,24009,0.75,1407,18667,12576,2051,129599,54480
6122,11021,11021,60674,51759,0.86,9443,63433,56190,0.11,1158,-5334,-4486,11021,63059,53902,11021,2329,956,0.08,836,68361,30548,0.08,839,46058,14586,0.8,8858,17147,12695,11931,75156,40292
6123,1191,1191,56542,48875,0.82,974,61908,53996,0.12,146,-4814,-3142,1191,58907,50897,1191,2319,879,0.08,90,58606,30364,0.07,86,48360,25173,0.79,940,15907,11606,1337,93319,37458
6124,733,733,62726,47669,0.78,570,68016,54773,0.17,128,-4270,-3552,733,65427,50162,733,2362,754,0.09,67,95514,24844,0.09,65,70148,16065,0.74,540,20179,13745,823,116470,47861
6125,1841,1841,66171,46595,0.73,1347,66545,55000,0.19,352,-2496,-2287,1841,69021,50368,1841,2658,668,0.1,178,84401,31916,0.09,174,68370,25030,0.76,1394,22148,12458,2017,135986,55779
6126,145,145,52606,36881,0.68,98,59995,51440,0.14,20,-11206,-3571,145,55026,39182,145,2413,716,0.1,15,65458,47000,0.12,17,42950,36385,0.66,96,19137,11796,178,159605,39003
6147,8600,8600,49171,41876,0.82,7082,53864,48076,0.12,1005,-5774,-4465,8600,50842,43569,8600,1652,551,0.08,725,46121,22285,0.08,691,31172,9139,0.73,6308,13495,9763,10308,75874,31318
6148,10979,10979,62481,43385,0.73,7999,65983,51673,0.21,2284,-3924,-3097,10979,65324,45159,10979,2732,570,0.08,875,85522,24956,0.08,837,63053,11500,0.7,7734,22239,12642,12118,169836,52678
6149,12118,12118,61602,44719,0.75,9036,67791,53342,0.21,2581,-5373,-3792,12118,64041,46855,12118,2352,576,0.07,849,82168,22955,0.07,825,56247,9135,0.72,8675,20738,13296,13395,171856,64798
6150,8482,8482,60871,40120,0.69,5870,66239,48933,0.23,1968,-2994,-2174,8482,63507,42116,8482,2517,444,0.07,618,100081,28865,0.07,591,68687,11456,0.68,5758,22166,13129,9101,180059,53628
6151,11223,11223,87011,54264,0.74,8334,77970,57539,0.21,2342,-3192,-2698,11223,91446,57744,11223,4231,722,0.09,957,120417,25755,0.08,912,81278,11092,0.77,8661,33076,16464,12770,237137,56697
6152,15670,15670,69292,48732,0.75,11818,70236,55278,0.19,3010,-4426,-3018,15670,72385,51232,15670,2982,655,0.08,1312,124432,24866,0.08,1234,99742,11489,0.75,11702,24010,14308,17640,163890,48322
6153,13897,13897,93436,50635,0.67,9340,79107,54334,0.23,3234,-3949,-2552,13897,98201,53835,13897,4567,613,0.08,1124,269444,36422,0.08,1110,204148,13015,0.74,10215,39430,17003,14956,313416,71964
6154,6360,6360,68871,46928,0.71,4490,73358,54359,0.2,1278,-3861,-2600,6360,71450,48928,6360,2527,575,0.08,516,85990,23608,0.08,498,60268,10704,0.73,4612,24492,14437,6826,179317,65950
6155,31586,31586,57717,44938,0.8,25340,63498,52156,0.21,6485,-7058,-5084,31586,59827,46714,31586,2059,608,0.08,2423,78553,24133,0.07,2350,57838,11111,0.73,23114,18168,12390,34587,112884,44434
6156,10395,10395,79230,53322,0.75,7782,76890,57262,0.19,1939,-3696,-3173,10395,82309,55514,10395,3000,716,0.09,901,123109,24920,0.08,872,94156,9569,0.76,7906,29014,15779,11621,187482,65727
6157,8616,8616,71586,51784,0.77,6597,72455,57345,0.17,1476,-3660,-3047,8616,74639,54477,8616,2959,760,0.09,797,91613,27625,0.09,775,58322,11567,0.76,6579,24208,15100,9745,171994,70885
6158,4952,4952,85053,53387,0.72,3548,79577,56608,0.23,1115,-3847,-2495,4952,89020,56010,4952,3639,738,0.1,511,119746,23947,0.1,500,76316,10096,0.75,3727,32796,16901,5548,240440,81031
6159,2457,2457,105522,58867,0.68,1679,85332,62168,0.2,492,-3133,-2053,2457,112248,63216,2457,6567,819,0.12,293,132417,31033,0.11,282,75135,12686,0.76,1873,44394,19040,2756,333151,75338
6160,5695,5695,70268,48335,0.77,4392,67496,51980,0.19,1055,-2490,-1687,5695,73632,50324,5695,3147,675,0.13,720,84713,25450,0.12,670,56819,12202,0.76,4326,24251,13844,7394,146019,34232
6161,143,143,53706,51466,0.93,133,55467,52846,0.13,19,-3550,-1552,143,55661,52473,143,1942,785,0.06,8,86255,79546,0.06,8,51263,42872,0.87,124,12898,9578,199,45547,11837
6162,7119,7119,69034,48005,0.76,5420,67814,52901,0.2,1394,-962,-976,7119,71812,50351,7119,2738,716,0.13,931,76613,21634,0.12,869,51063,9108,0.75,5349,23601,13973,8500,143632,50193
6163,30878,30878,59595,46602,0.8,24837,61982,52259,0.16,4823,-4300,-3256,30878,61891,48508,30878,2232,660,0.09,2808,71112,26545,0.09,2705,48276,10986,0.76,23460,18095,11912,36464,106017,42164
6164,36251,36251,61911,50900,0.86,31056,65319,55888,0.15,5496,-7143,-5776,36251,64170,52904,36251,2199,818,0.08,2794,58039,24770,0.07,2688,37654,11030,0.79,28780,18091,12923,40454,86065,42647
6165,122,122,64962,40286,0.7,86,59550,46118,0.18,22,-3207,-3246,122,67408,41864,122,2181,593,0.14,17,60750,35048,0.15,18,50912,19318,0.79,96,20523,9213,154,113810,22977
6166,6344,6344,66679,51384,0.78,4966,67192,56140,0.19,1229,-3512,-2846,6344,69232,53538,6344,2436,746,0.08,494,65692,27003,0.08,486,43987,12116,0.78,4943,20960,13808,7105,131734,52484
6167,13755,13755,55333,47217,0.86,11837,58627,52185,0.1,1377,-6181,-4612,13755,57312,49005,13755,1944,728,0.07,923,56185,24219,0.06,886,38219,11779,0.78,10680,15242,11267,16673,66736,33700
6168,12316,12316,55961,44786,0.81,9978,60374,51543,0.14,1702,-4531,-3548,12316,58054,46548,12316,2058,714,0.06,794,56702,27408,0.06,776,38740,13301,0.75,9195,16131,11080,15343,97137,40098
6169,19247,19247,58385,45011,0.81,15599,63693,52708,0.15,2863,-5101,-3936,19247,60506,46895,19247,2093,755,0.07,1253,54252,23950,0.06,1243,34776,11196,0.75,14351,17615,11859,23149,105722,43234
6170,7986,7986,58283,51732,0.9,7148,61991,55934,0.1,779,-6550,-5238,7986,60492,53711,7986,2195,952,0.07,550,39423,19432,0.07,538,25867,9768,0.81,6482,15729,11954,8861,62677,32675
6171,18724,18724,64675,53410,0.88,16495,68648,59430,0.12,2214,-7208,-5661,18724,67166,55759,18724,2457,1122,0.06,1190,58086,24697,0.06,1165,37965,12290,0.8,15002,19097,13991,20483,82037,41311
6172,7691,7691,60705,48092,0.86,6584,65962,54322,0.13,1015,-7541,-5034,7691,62995,50077,7691,2267,912,0.06,454,55139,28582,0.06,441,34982,14369,0.77,5891,18150,12741,9035,88421,40496
6173,7081,7081,70862,53869,0.86,6107,75027,60584,0.15,1046,-8335,-6023,7081,73477,56227,7081,2578,1108,0.07,513,110130,34310,0.07,506,62311,15654,0.78,5550,22852,15704,7895,98743,46447
6174,2473,2473,62007,49080,0.85,2113,66245,55114,0.12,301,-7071,-5579,2473,64387,51633,2473,2343,960,0.08,188,49530,18270,0.08,192,30312,8006,0.78,1923,18537,13682,2693,80854,37951
6175,2177,2177,65390,51647,0.83,1800,70381,58467,0.15,324,-7184,-5226,2177,67850,54304,2177,2387,892,0.08,177,73198,24189,0.08,167,57902,11902,0.76,1661,20847,15242,2462,103854,48864
6176,1102,1102,57611,49333,0.82,902,61353,55336,0.12,129,-2453,-3523,1102,60601,52284,1102,2846,1006,0.06,66,65851,26251,0.06,65,47282,13743,0.77,850,16663,12360,1152,93957,30948
6180,2865,2865,61087,49021,0.85,2428,66696,55742,0.11,310,-8031,-6260,2865,63381,51029,2865,2238,901,0.07,211,48166,21677,0.07,203,31858,12041,0.76,2191,18493,13750,3153,76399,36743
6181,285,285,65340,52439,0.8,228,69077,56490,0.22,62,-7155,-6316,285,67981,53769,285,2640,1081,0.08,23,154609,39803,0.08,24,128724,10225,0.8,229,19730,12410,322,120460,59756
6207,552,552,64515,49635,0.76,418,69651,57067,0.16,90,-2007,-2128,552,67325,51220,552,2782,739,0.09,52,97108,42960,0.1,56,68576,17872,0.76,421,20456,14555,624,118793,51565
6208,6239,6239,58524,42491,0.75,4702,65497,51992,0.16,991,-3508,-2732,6239,60786,44689,6239,2004,649,0.06,388,70165,25410,0.06,393,52402,14696,0.7,4364,19198,12652,7280,120215,47347
6209,870,870,56894,40414,0.74,640,61453,47211,0.17,147,-2893,-3134,870,58744,41912,870,1797,584,0.07,64,70031,20794,0.07,63,54068,14377,0.69,598,18998,12003,1057,118001,42876
6210,38397,38397,59021,41698,0.75,28730,63901,50212,0.15,5691,-4196,-3305,38397,61250,43632,38397,2165,636,0.07,2737,77223,27546,0.07,2710,53941,12456,0.71,27157,19417,11780,44673,123649,43159
6211,3786,3786,61110,42676,0.75,2833,67549,51605,0.14,540,-3725,-3233,3786,63273,45188,3786,2072,646,0.07,274,60906,29716,0.07,270,38901,14288,0.7,2663,20626,13103,4349,125983,48384
6213,399,399,58732,41720,0.75,300,62723,49550,0.17,68,-3176,-2578,399,61213,44452,399,2252,670,0.1,39,49012,20036,0.09,34,35084,11322,0.71,283,18805,14033,482,134741,52774
